CTUID,Total income,  Market income,    Employment income,"      Wages, salaries and commissions",      Net self-employment income,    Investment income,    Private retirement income,    Market income not included elsewhere,  Government transfers,    Old Age Security pension (OAS) and Guaranteed Income Supplement (GIS),      Old Age Security pension (OAS),      Guaranteed Income Supplement (GIS) and spousal allowance,    Canada Pension Plan (CPP) and Québec Pension Plan (QPP) benefits,      CPP/QPP - Retirement benefits,      CPP/QPP - Disability benefits,      CPP/QPP - Survivor benefits,    Employment Insurance (EI) benefits,      EI - Regular benefits,      EI - Other benefits,    Child benefits,      Basic Canada Child Tax Benefit (CCTB),      National Child Benefit Supplement (NCBS),      Universal Child Care Benefit (UCCB),      Provincial and territorial child benefits,    Other government transfers,      Social assistance benefits,      Workers' compensation benefits,      Working income tax benefit (WITB),      Goods and services tax (GST) credit and harmonized sales tax (HST) credit,      Government transfers not included elsewhere,  After-tax income,  Income taxes,    Net federal tax,    Provincial and territorial income taxes
5350514.02,4420,4420,4415,4420,4420,4420,4420,4420,4420,4420,4415,4420,4420,4420,4420,4420,4420,4420,4420,4420,4415,4420,4420,4420,4420,4415,4420,4420,4415,4415,4420,4420,4420,4420
5350515.01,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630,3630
5350515.02,3035,3030,3035,3035,3035,3030,3035,3035,3035,3035,3035,3035,3035,3035,3035,3030,3035,3035,3035,3030,3035,3035,3035,3035,3030,3035,3035,3035,3035,3035,3035,3035,3035,3035
5350516.01,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590,4590
5350516.02,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055,4055
5350516.03,4765,4765,4765,4765,4760,4765,4760,4765,4765,4765,4765,4765,4760,4760,4765,4765,4765,4760,4765,4760,4765,4765,4765,4765,4765,4765,4765,4765,4765,4765,4765,4765,4765,4765
5350516.04,5180,5180,5185,5180,5180,5185,5185,5180,5180,5180,5180,5185,5180,5185,5180,5185,5185,5185,5180,5185,5180,5185,5180,5180,5180,5180,5180,5185,5180,5185,5185,5180,5180,5180
5350516.05,5075,5075,5080,5075,5080,5075,5080,5080,5075,5080,5075,5075,5080,5080,5075,5080,5075,5075,5075,5075,5075,5075,5080,5075,5075,5080,5075,5075,5075,5080,5075,5075,5075,5075
5350516.06,3900,3900,3905,3900,3900,3905,3900,3905,3900,3905,3905,3900,3900,3900,3905,3905,3900,3900,3905,3905,3900,3900,3900,3905,3905,3905,3900,3900,3900,3900,3900,3900,3900,3905
5350516.08,5000,5005,5005,5005,5005,5000,5005,5005,5005,5005,5005,5005,5005,5005,5005,5005,5000,5005,5000,5000,5005,5000,5005,5000,5005,5005,5005,5005,5000,5005,5005,5005,5005,5005
5350516.09,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970,5970
5350516.11,3870,3870,3875,3870,3870,3870,3870,3870,3870,3870,3870,3870,3875,3870,3875,3870,3870,3870,3870,3870,3870,3870,3870,3870,3870,3875,3870,3875,3870,3870,3870,3875,3870,3875
5350516.16,4625,4625,4625,4630,4630,4625,4630,4630,4625,4630,4625,4625,4625,4625,4630,4625,4630,4625,4625,4630,4625,4630,4625,4630,4625,4630,4625,4625,4625,4625,4625,4630,4625,4630
5350516.17,2975,2975,2975,2975,2975,2975,2975,2975,2980,2975,2975,2975,2975,2975,2975,2980,2980,2980,2980,2975,2980,2975,2975,2975,2975,2980,2975,2975,2975,2975,2980,2980,2980,2975
5350516.18,3005,3010,3005,3005,3010,3005,3010,3005,3010,3010,3010,3005,3010,3010,3005,3005,3010,3010,3010,3010,3010,3010,3005,3010,3010,3010,3010,3005,3005,3010,3005,3010,3005,3005
5350516.20,5215,5210,5215,5215,5210,5215,5215,5215,5215,5215,5210,5210,5215,5215,5215,5210,5215,5210,5210,5215,5215,5210,5215,5210,5210,5215,5215,5215,5215,5215,5210,5215,5215,5215
5350516.21,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470,2470
5350516.22,5620,5620,5620,5620,5620,5620,5625,5625,5620,5625,5625,5620,5625,5620,5620,5620,5620,5620,5620,5620,5620,5625,5620,5620,5620,5620,5620,5620,5625,5620,5620,5620,5620,5620
5350516.23,4720,4715,4715,4715,4715,4715,4715,4720,4715,4715,4720,4715,4715,4720,4720,4715,4715,4720,4720,4715,4720,4720,4715,4715,4720,4720,4715,4720,4715,4715,4720,4715,4720,4715
